metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
winnowingThreeGramOptimalAlignmentNormalized;0.9;679;1405294.7113402062;6.524300441826215;26.536082474226806;0.023564064801178203;1.7157584683357878;699;3573224.503576538;5.608011444921316;19.414878397711014;0.024320457796852647;0.7296137339055794
winnowingFiveGramJaccard;0.7;665;322491.1609022556;7.157894736842105;26.26917293233083;0.03609022556390978;1.0421052631578946;699;518014.70672389126;5.931330472103005;19.394849785407725;0.044349070100143065;0.4062947067238913
fourGramJaccardNormalized;0.5;665;791638.5714285715;7.6421052631578945;26.144360902255638;0.08270676691729323;0.5458646616541354;699;911954.3447782546;6.1444921316165955;19.374821173104436;0.06437768240343347;0.19313304721030042
winnowingFiveGramJaccardNormalized;0.3;658;510445.98328267474;7.813069908814589;25.879939209726444;0.10638297872340426;0.36322188449848025;697;672947.5466284074;6.200860832137733;19.378766140602583;0.07890961262553801;0.14347202295552366
cosineTwoGramNormalizedNormalizedTermFrequency;0.3;697;915768.0731707317;8.0961262553802;26.754662840746054;0.24390243902439024;0.17073170731707318;699;985281.2288984263;6.213161659513591;19.290414878397712;0.14878397711015737;0.12446351931330472
manhattanFourGramNormalized;0.9;665;1199240.0180451127;6.718796992481203;26.206015037593986;0.021052631578947368;1.4691729323308271;699;1239436.2203147353;5.755364806866953;19.412017167381975;0.027181688125894134;0.5822603719599427
threeShingleOverlap;0.8;527;397371.80265654647;6.2846299810246675;18.941176470588236;0.11195445920303605;0.6223908918406073;615;481316.0390243902;5.331707317073171;16.50081300813008;0.05365853658536585;0.5577235772357724
fourGramDiceNormalizedPadding;0.6;665;743746.309774436;7.745864661654135;26.129323308270678;0.09774436090225563;0.4421052631578947;699;860795.0243204578;6.183118741058656;19.367668097281832;0.0715307582260372;0.15450643776824036
twoShingleDice;0.5;596;383046.0234899329;7.1879194630872485;22.82046979865772;0.10234899328859061;0.4161073825503356;651;421175.28417818743;5.781874039938556;17.462365591397848;0.0629800307219662;0.25960061443932414
winnowingFiveGramOverlap;0.5;665;308563.1729323308;7.977443609022556;26.09172932330827;0.21353383458646616;0.22255639097744362;699;518522.0214592275;6.200286123032904;19.30901287553648;0.1301859799713877;0.13733905579399142
fourGramOverlapNormalizedPadding;0.5;665;730895.0180451128;8.027067669172933;26.037593984962406;0.18947368421052632;0.16090225563909774;699;860008.0829756795;6.218884120171674;19.32331902718169;0.11587982832618025;0.11874105865522175
manhattanThreeShingleNormalized;0.8;538;956585.5446096654;6.16542750929368;19.970260223048328;0.02973977695167286;0.9814126394052045;667;980433.1634182909;5.452773613193403;16.65817091454273;0.03298350824587706;0.47976011994003
winnowingTwoGramJaccard;0.9;699;358277.8068669528;6.693848354792561;26.894134477825464;0.031473533619456366;1.553648068669528;699;521999.9198855508;5.733905579399142;19.412017167381975;0.027181688125894134;0.6037195994277539
cosineFourGramNormalizedNormalizedTermFrequency;0.4;665;1248811.2255639099;8.013533834586466;26.07067669172932;0.15639097744360902;0.17443609022556392;699;1260893.6137339056;6.238912732474964;19.34191702432046;0.09728183118741059;0.09871244635193133
cosineFourGramNormalizedTermFrequency;0.7;665;1256827.4631578948;7.646616541353383;26.138345864661655;0.0887218045112782;0.5413533834586466;699;1255342.286123033;6.15450643776824;19.363376251788267;0.07582260371959942;0.18311874105865522
fiveGramOverlap;0.4;665;584458.8766917293;8.02406015037594;26.08721804511278;0.21804511278195488;0.17593984962406015;699;739907.904148784;6.206008583690987;19.30472103004292;0.13447782546494993;0.13161659513590845
fiveGramOverlap;0.3;665;583034.992481203;8.03609022556391;26.07218045112782;0.23308270676691728;0.16390977443609023;699;736740.3776824034;6.201716738197425;19.29327610872675;0.1459227467811159;0.13590844062947066
winnowingFourGramLongestCommonSubsequence;0.4;674;761572.1409495549;7.833827893175074;26.48961424332344;0.09940652818991098;0.4094955489614243;699;3219468.6552217454;6.185979971387697;19.361945636623748;0.07725321888412018;0.15164520743919885
threeGramDiceNormalized;0.9;679;687392.1605301915;6.941089837997055;26.531664212076585;0.027982326951399118;1.2989690721649485;699;812244.1187410586;5.825464949928469;19.40486409155937;0.034334763948497854;0.5121602288984263
tokenOverlap;0.9;699;177000.7224606581;7.459227467811159;26.782546494992847;0.1430615164520744;0.7882689556509299;699;229219.78969957083;5.851216022889843;19.377682403433475;0.06151645207439199;0.4864091559370529
winnowingFiveGramDice;0.9;665;302464.5984962406;6.748872180451128;26.281203007518798;0.02406015037593985;1.4511278195488722;699;499510.80400572246;5.759656652360515;19.412017167381975;0.027181688125894134;0.5779685264663805
winnowingFiveGramJaccardNormalized;0.4;658;507288.1337386018;7.670212765957447;25.893617021276597;0.09270516717325228;0.506079027355623;697;672467.0860832138;6.167862266857963;19.387374461979913;0.0703012912482066;0.17647058823529413
threeShingleOverlap;0.5;527;399946.59013282735;6.662239089184061;18.924098671726757;0.12903225806451613;0.24478178368121442;615;478545.3918699187;5.614634146341463;16.491056910569107;0.06341463414634146;0.27479674796747966
twoGramDiceNormalizedPadding;0.5;697;629211.5164992827;8.053084648493543;26.826398852223818;0.17216642754662842;0.21377331420373027;699;761648.818311874;6.223175965665236;19.32904148783977;0.11015736766809728;0.11444921316165951
winnowingThreeGramOverlapNormalized;0.5;679;514631.05449189985;8.019145802650957;26.334315169366715;0.22533136966126657;0.22091310751104565;699;675583.5965665237;6.170243204577969;19.294706723891274;0.14449213161659513;0.16738197424892703
twoShingleOverlapNormalized;0.9;616;789837.3717532468;7.1558441558441555;23.35551948051948;0.16883116883116883;0.5568181818181818;692;881551.3612716763;5.908959537572255;19.40606936416185;0.09248554913294797;0.4291907514450867
manhattanTwoShingleNormalized;0.4;616;903870.3035714285;7.452922077922078;23.39448051948052;0.12987012987012986;0.2597402597402597;692;970470.1011560693;6.203757225433526;19.420520231213874;0.07803468208092486;0.13439306358381503
twoShingleOverlapNormalized;0.4;616;792107.8652597403;7.538961038961039;23.34090909090909;0.18344155844155843;0.1737012987012987;692;878571.9075144508;6.1893063583815024;19.372832369942195;0.12572254335260116;0.14884393063583815
threeShingleDice;0.8;527;394740.8956356736;5.772296015180266;19.022770398481974;0.030360531309297913;1.1347248576850095;616;468602.9318181818;5.172077922077922;16.498376623376622;0.02922077922077922;0.7077922077922078
fiveGramJaccardNormalizedPadding;0.4;658;837154.1899696048;7.727963525835866;25.887537993920972;0.09878419452887538;0.44832826747720367;697;956082.4705882353;6.189383070301291;19.38880918220947;0.06886657101865136;0.15494978479196556
twoGramOverlap;0.6;699;455384.313304721;8.004291845493562;26.62947067238913;0.296137339055794;0.24320457796852646;699;604870.5879828326;6.1931330472103;19.28612303290415;0.1530758226037196;0.14449213161659513
winnowingTwoGramOverlap;0.3;699;350791.1831187411;7.971387696709585;26.585121602288986;0.34048640915593703;0.2761087267525036;699;526335.3404864091;6.1587982832618025;19.24749642346209;0.1917024320457797;0.17882689556509299
winnowingFiveGramOptimalAlignmentNormalized;0.7;658;874575.7933130699;7.071428571428571;25.95288753799392;0.03343465045592705;1.1048632218844985;697;2117397.167862267;5.936872309899569;19.41319942611191;0.04447632711621234;0.40746054519368724
winnowingTwoGramOverlap;0.7;699;346700.28755364806;7.9599427753934195;26.650929899856937;0.27467811158798283;0.2875536480686695;699;515041.6623748212;6.184549356223176;19.30472103004292;0.13447782546494993;0.1530758226037196
cosineTokenNormalizedTermFrequency;0.6;699;472125.313304721;7.932761087267525;26.792560801144493;0.13304721030042918;0.3147353361945637;699;470215.40200286126;6.187410586552217;19.36051502145923;0.07868383404864092;0.15021459227467812
twoGramDiceNormalized;0.6;697;613600.7058823529;7.968436154949785;26.869440459110475;0.1291248206599713;0.2984218077474892;699;753972.9399141631;6.208869814020028;19.344778254649498;0.0944206008583691;0.12875536480686695
twoGramJaccardNormalized;0.6;697;669788.5925394548;7.757532281205165;26.903873744619798;0.09469153515064563;0.509325681492109;699;794506.4663805437;6.160228898426324;19.373390557939913;0.06580829756795423;0.17739628040057226
manhattanTwoGramNormalized;0.3;697;894538.5767575323;8.050215208034434;26.78622668579627;0.21233859397417504;0.21664275466284075;699;963295.5851216023;6.221745350500715;19.319027181688124;0.12017167381974249;0.11587982832618025
fiveGramDiceNormalizedPadding;0.8;658;739133.4179331308;7.196048632218845;25.951367781155014;0.034954407294832825;0.9802431610942249;697;879377.6915351506;5.989956958393114;19.408895265423244;0.04878048780487805;0.35437589670014347
threeGramJaccard;0.3;686;613990.7842565598;8.001457725947521;26.53061224489796;0.14285714285714285;0.23760932944606414;699;739398.1673819743;6.227467811158799;19.34191702432046;0.09728183118741059;0.11015736766809728
cosineTokenNormalizedNormalizedTermFrequency;0.3;699;482278.6452074392;8.098712446351932;26.732474964234623;0.19313304721030042;0.14878397711015737;699;472071.095851216;6.247496423462088;19.34334763948498;0.09585121602288985;0.09012875536480687
threeGramJaccard;0.8;686;612629.6282798834;7.032069970845481;26.64139941690962;0.03206997084548105;1.206997084548105;699;740127.3032904149;5.879828326180258;19.40343347639485;0.0357653791130186;0.45779685264663805
winnowingTwoGramDice;0.5;699;343798.2360515022;8.010014306151644;26.763948497854077;0.16165951359084407;0.2374821173104435;699;510862.6165951359;6.244635193133047;19.340486409155936;0.09871244635193133;0.09298998569384835
twoShingleJaccard;0.8;596;400780.14597315434;6.023489932885906;22.904362416107382;0.018456375838926176;1.580536912751678;651;436645.1351766513;5.218125960061444;17.502304147465438;0.02304147465437788;0.8233486943164362
cosineTokenNormalizedBool;0.7;699;471920.79256080114;7.709585121602289;26.836909871244636;0.08869814020028613;0.5379113018597997;699;468208.6180257511;6.088698140200286;19.376251788268956;0.06294706723891273;0.24892703862660945
winnowingThreeGramJaccardNormalized;0.6;679;532225.1030927835;7.521354933726068;26.50073637702504;0.05891016200294551;0.7187039764359352;699;684250.8354792561;6.082975679542203;19.38340486409156;0.055793991416309016;0.25464949928469244
fourGramJaccardNormalized;0.4;665;796668.7112781955;7.78796992481203;26.126315789473683;0.10075187969924812;0.4;699;915635.2217453505;6.185979971387697;19.363376251788267;0.07582260371959942;0.15164520743919885
cosineTokenNormalizedNormalizedTermFrequency;0.6;699;474457.5422031474;7.911301859799714;26.795422031473535;0.1301859799713877;0.3361945636623748;699;467754.2746781116;6.185979971387697;19.371959942775394;0.06723891273247497;0.15164520743919885
winnowingFourGramDiceNormalized;0.8;665;495239.3669172932;7.209022556390978;26.18796992481203;0.039097744360902256;0.9789473684210527;699;684044.5379113018;5.969957081545064;19.38912732474964;0.05007153075822604;0.3676680972818312
cosineFourGramNormalizedBool;0.4;665;1230506.6421052632;8.0;26.076691729323308;0.15037593984962405;0.18796992481203006;699;1289030.0329041488;6.244635193133047;19.34620886981402;0.09298998569384835;0.09298998569384835
threeGramOverlapNormalized;0.5;679;692893.145802651;8.042709867452135;26.3240058910162;0.23564064801178203;0.19734904270986744;699;820505.782546495;6.175965665236052;19.284692417739628;0.15450643776824036;0.16165951359084407
manhattanTwoShingleNormalized;0.9;616;907323.9204545454;6.238636363636363;23.50487012987013;0.01948051948051948;1.474025974025974;692;971094.1040462428;5.676300578034682;19.471098265895954;0.02745664739884393;0.661849710982659
cosineTwoGramNormalizedNormalizedTermFrequency;0.7;697;910883.5093256815;7.946915351506457;26.87374461979914;0.12482065997130559;0.3199426111908178;699;981733.0472103005;6.206008583690987;19.350500715307582;0.08869814020028613;0.13161659513590845
winnowingFiveGramDiceNormalized;0.4;658;491365.33738601825;7.876899696048632;25.857142857142858;0.12917933130699089;0.2993920972644377;697;657777.9540889526;6.21090387374462;19.37302725968436;0.08464849354375897;0.133428981348637
cosineTwoGramNormalizedBool;0.4;697;914711.1951219512;8.103299856527977;26.78622668579627;0.21233859397417504;0.16355810616929697;699;978563.7968526466;6.2331902718168815;19.316165951359086;0.12303290414878398;0.1044349070100143
winnowingFiveGramJaccard;0.3;665;326845.14887218043;7.881203007518797;26.186466165413535;0.11879699248120301;0.318796992481203;699;519331.443490701;6.213161659513591;19.350500715307582;0.08869814020028613;0.12446351931330472
threeShingleDice;0.4;527;396621.33965844405;6.567362428842505;18.944971537001898;0.10815939278937381;0.3396584440227704;615;472305.68455284555;5.6;16.50081300813008;0.05365853658536585;0.2894308943089431
fiveGramOverlapNormalized;0.8;658;726114.6930091185;7.793313069908814;25.796352583586625;0.1899696048632219;0.3829787234042553;697;859729.8005738881;6.098995695839311;19.34863701578192;0.10903873744619799;0.24533715925394547
winnowingFiveGramOptimalAlignment;0.4;665;771121.139849624;7.754887218045113;26.215037593984963;0.09022556390977443;0.44511278195488724;699;4368480.052932761;6.15450643776824;19.369098712446352;0.07010014306151645;0.18311874105865522
twoShingleDiceNormalized;0.8;616;781631.3198051949;6.827922077922078;23.478896103896105;0.045454545454545456;0.8847402597402597;692;876721.5216763006;5.936416184971098;19.45664739884393;0.04190751445086705;0.40173410404624277
winnowingFourGramOptimalAlignment;0.6;674;1014063.943620178;7.4777448071216615;26.52818991097923;0.06083086053412463;0.7655786350148368;699;4406073.64520744;6.055793991416309;19.391988555078683;0.04721030042918455;0.28183118741058655
fiveGramDiceNormalized;0.3;658;725893.1914893617;7.9832826747720365;25.829787234042552;0.15653495440729484;0.19300911854103345;697;862484.2969870875;6.248206599713056;19.36154949784792;0.09612625538020086;0.09612625538020086
manhattanFourGramNormalized;0.6;665;1205027.890225564;7.727819548872181;26.138345864661655;0.0887218045112782;0.46015037593984964;699;1229036.2474964235;6.168812589413448;19.37052932761087;0.06866952789699571;0.1688125894134478
threeGramOverlapNormalized;0.6;679;695773.6273932253;8.017673048600884;26.337260677466862;0.22238586156111928;0.22238586156111928;699;819799.5865522175;6.175965665236052;19.300429184549355;0.13876967095851217;0.16165951359084407
cosineThreeGramNormalizedBool;0.8;679;1168229.3888070693;7.48159057437408;26.506627393225333;0.053019145802650956;0.7584683357879234;699;1164924.4635193134;6.051502145922747;19.38340486409156;0.055793991416309016;0.2861230329041488
threeShingleDice;0.7;527;394164.3055028463;6.06831119544592;19.011385199240987;0.04174573055028463;0.8387096774193549;615;471951.11544715444;5.360975609756098;16.523577235772358;0.030894308943089432;0.5284552845528455
fourGramDice;0.7;674;562040.8902077151;7.643916913946588;26.51186943620178;0.0771513353115727;0.599406528189911;699;708999.1258941345;6.1373390557939915;19.377682403433475;0.06151645207439199;0.20028612303290416
cosineTwoShingleNormalizedNormalizedTermFrequency;0.6;616;914873.4496753247;7.306818181818182;23.415584415584416;0.10876623376623376;0.40584415584415584;692;999745.0765895954;6.140173410404624;19.427745664739884;0.0708092485549133;0.19797687861271676
winnowingTwoGramOverlap;0.8;699;347661.0243204578;7.931330472103005;26.666666666666668;0.25894134477825465;0.31616595135908443;699;512384.6452074392;6.164520743919885;19.317596566523605;0.12160228898426323;0.17310443490701002
